movieId,movieName,nbMentions,name,year
189627,The Wiz  (1978),6,The Wiz,1978
189705,Stripes  (1981),39,Stripes,1981
189789,Batman  (1966),11,Batman,1966
189804,Dirty Grandpa (2016),87,Dirty Grandpa,2016
189820,The Founder  (2016),10,The Founder,2016
189854,The Girl with All the Gifts  (2016),7,The Girl with All the Gifts,2016
189887,Dawn of the Dead  (2004),26,Dawn of the Dead,2004
189907,The Black Cauldron  (1985),5,The Black Cauldron,1985
189950,Frequency  (2000),8,Frequency,2000
189968,Revenge of the Bridesmaids,4,Revenge of the Bridesmaids,0
189988,The Substitute (1996),2,The Substitute,1996
189991,Gods of Egypt  (2016),3,Gods of Egypt,2016
190018,Diary of a Wimpy Kid  (2010),11,Diary of a Wimpy Kid,2010
190024,Labyrinth  (1986),41,Labyrinth,1986
190037,End of Watch (2012),17,End of Watch,2012
190076,Abbott and Costello Meet Frankenstein (1948),3,Abbott and Costello Meet Frankenstein,1948
190085,The Bodyguard  (1992),17,The Bodyguard,1992
190094,Night of the Demons  (1988),2,Night of the Demons,1988
190147,Romeo & Juliet  (2013),5,Romeo & Juliet,2013
190170,The Grudge (2004),9,The Grudge,2004
190174,The Village  (2015),2,The Village,2015
190181,Scary Movie 5 (2013),4,Scary Movie 5,2013
190200,Swindle  (2013),2,Swindle,2013
190210,Dragonheart: A New Beginning (2000),1,Dragonheart: A New Beginning,2000
190214,Happiness  (2016),6,Happiness,2016
190244,Our Town  (1940),1,Our Town,1940
190246,The Prince of Egypt (1998),12,The Prince of Egypt,1998
190247,Good Deeds (2012),1,Good Deeds,2012
190267,Hard Candy  (2005),8,Hard Candy,2005
190275,Larry the Cable Guy: Health Inspector (2006),1,Larry the Cable Guy: Health Inspector,2006
190285,Good Will Hunting (1997),93,Good Will Hunting,1997
190288,Pride  (2014),2,Pride,2014
190292,The Road to El Dorado (2000),2,The Road to El Dorado,2000
190332,Samsaram Oka Chadarangam (1987),1,Samsaram Oka Chadarangam,1987
190333,The Square  (2017),3,The Square,2017
190381,Little Men  (2016),1,Little Men,2016
190392,The Boston Strangler  (1968),2,The Boston Strangler,1968
190399,La Dolce Vita (1960),1,La Dolce Vita,1960
190401,The Dark Valley (2014),1,The Dark Valley,2014
190402,An American Tail,4,An American Tail,0
190418,Ace Ventura: Pet Detective (1994),71,Ace Ventura: Pet Detective,1994
190432,The Day of the Jackal  (1973),1,The Day of the Jackal,1973
190434,Gasland (2010),1,Gasland,2010
190445,Cocktail  (1988),4,Cocktail,1988
190458,Planes  (2013),7,Planes,2013
190466,Bunny  (2005),1,Bunny,2005
190468,An Affair (1998),1,An Affair,1998
190479,Time  (2006),1,Time,2006
190493,The Italian  (2005),3,The Italian,2005
190498,Dora the Explorer: Dora Saves the Snow Princess,1,Dora the Explorer: Dora Saves the Snow Princess,0
190517,Cube Zero (2004),1,Cube Zero,2004
190538,Extract ,4,Extract,0
190543,Lost in Translation  (2003),22,Lost in Translation,2003
190590,Happy Feet (2006),18,Happy Feet,2006
190639,2016: Obama's America (2012),1,2016: Obama's America,2012
190659,Hostel  (2013),2,Hostel,2013
190661,Big Trouble in Little China (1986),7,Big Trouble in Little China,1986
190662,The Paper  (1994),2,The Paper,1994
190692,Cars 2 (2011),11,Cars 2,2011
190693,The Smurfs  (2011),5,The Smurfs,2011
190727,The Host  (2006),3,The Host,2006
190729,Under the Skin  (2013),3,Under the Skin,2013
190758,Winnie-the-Pooh Pays a Visit (1971),1,Winnie-the-Pooh Pays a Visit,1971
190814,Pitch Perfect (2012),100,Pitch Perfect,2012
190837,The Great Gatsby  (2013),20,The Great Gatsby,2013
190844,Eti (2008),1,Eti,2008
190919,Free Willy (1993),5,Free Willy,1993
190948,She-Man (1967),1,She-Man,1967
190953,Nutty Professor II: The Klumps (2000),3,Nutty Professor II: The Klumps,2000
190999,Without Permission (2012),1,Without Permission,2012
191005,The Maltese Falcon  (1931),1,The Maltese Falcon,1931
191015,Rocky  (2013),7,Rocky,2013
191025,The Beatles: Eight Days a Week,2,The Beatles: Eight Days a Week,0
191051,Confess  (2005),1,Confess,2005
191071,One Crazy Summer (1986),2,One Crazy Summer,1986
191085,The Sixth Commandment (1924),3,The Sixth Commandment,1924
191090,Prime  (2005),1,Prime,2005
191092,The Best Man Holiday (2013),3,The Best Man Holiday,2013
191109,Arthur  (2011),4,Arthur,2011
191145,The Wall  (2012),4,The Wall,2012
191200,The Commuter  (2017),75,The Commuter,2017
191205,Office Space (1999),68,Office Space,1999
191225,Return of the Living Dead Part II (1988),1,Return of the Living Dead Part II,1988
191242,Breaking and Entering  (2006),1,Breaking and Entering,2006
191270,The Bank Job (2008),9,The Bank Job,2008
191285,Nowhere to Run  (1993),1,Nowhere to Run,1993
191286,The Mummy  (1932),1,The Mummy,1932
191297,The Abyss (1989),15,The Abyss,1989
191316,Idiocracy (2006),12,Idiocracy,2006
191320,Rise of the Guardians (2012),2,Rise of the Guardians,2012
191342,Snow Day  (2000),1,Snow Day,2000
191347,Xanadu  (1980),3,Xanadu,1980
191375,Barton Fink (1991),9,Barton Fink,1991
191403,Dirty Wars (2013),2,Dirty Wars,2013
191421,Galaxy Quest (1999),22,Galaxy Quest,1999
191440,Shallow Hal (2001),10,Shallow Hal,2001
191480,Shazam!: The Return of Black Adam,1,Shazam!: The Return of Black Adam,0
191503,Mac and Me (1988),1,Mac and Me,1988
191514,Transformers: Age of Extinction (2014),6,Transformers: Age of Extinction,2014
191564,The Cove  (2009),14,The Cove,2009
191602,Waking Life (2001),1,Waking Life,2001
191625,Love at Sea  (1936),2,Love at Sea,1936
191637,Urban Legend  (1998),2,Urban Legend,1998
191667,Sunshine Love,1,Sunshine Love,0
191672,Life  (1999),7,Life,1999
191690,Rock Star  (2001),1,Rock Star,2001
191759,"Silent Night, Deadly Night Part 2 (1987)",2,"Silent Night, Deadly Night Part 2",1987
191763,The Devil Inside Me (2011),1,The Devil Inside Me,2011
191777,Absentia  (2011),8,Absentia,2011
191798,She's the Man (2006),9,She's the Man,2006
191818,The Cake Eaters (2007),1,The Cake Eaters,2007
191819,Waterloo  (1929),1,Waterloo,1929
191828,The Tale of Sweeney Todd,1,The Tale of Sweeney Todd,0
191834,Percy Jackson & the Olympians: The Lightning Thief,2,Percy Jackson & the Olympians: The Lightning Thief,0
191853,Hair  (1979),3,Hair,1979
191874,The Sea Wolves (1980),1,The Sea Wolves,1980
191881,Last of the Dogmen (1995),1,Last of the Dogmen,1995
191892,Magic  (1978),1,Magic,1978
191911,Man on Wire (2008),13,Man on Wire,2008
191913,Elvis & Nixon (2016),1,Elvis & Nixon,2016
191932,Notting Hill ,73,Notting Hill,0
191945,The Love Bug (1968),6,The Love Bug,1968
191947,Southpaw  (2015),17,Southpaw,2015
191956,The Bridge  (2006),1,The Bridge,2006
191985,The Leopard  (1963),1,The Leopard,1963
192020,Fifty Shades Darker  (2017),30,Fifty Shades Darker,2017
192030,My Big Fat Greek Wedding (2002),15,My Big Fat Greek Wedding,2002
192035,Austin Powers ,9,Austin Powers,0
192045,Gone Fishing  (2012),1,Gone Fishing,2012
192060,Nights in Rodanthe (2008),3,Nights in Rodanthe,2008
192063,The Returned  (2013),3,The Returned,2013
192120,A Silent Voice  (2016),2,A Silent Voice,2016
192131,American Pie ,14,American Pie,0
192160,Southland Tales (2006),2,Southland Tales,2006
192172,Battle of Los Angeles  (2011),1,Battle of Los Angeles,2011
192185,The Great Outdoors  (1988),8,The Great Outdoors,1988
192193,The Whole Truth  (2016),1,The Whole Truth,2016
192201,The Arrow (1996),6,The Arrow,1996
192264,All Good Things  (2010),3,All Good Things,2010
192311,BearCity 2: The Proposal (2012),1,BearCity 2: The Proposal,2012
192326,Bad News Bears (2005),5,Bad News Bears,2005
192381,Mary Queen of Scots  (2013),1,Mary Queen of Scots,2013
192420,Weird Science  (1985),14,Weird Science,1985
192431,Zack and Miri Make a Porno (2008),4,Zack and Miri Make a Porno,2008
192443,Wild  (2014),1,Wild,2014
192459,Toy Story That Time Forgot,3,Toy Story That Time Forgot,0
192461,Brighton Beach Memoirs  (1986),1,Brighton Beach Memoirs,1986
192470,Titanic II  (2010),2,Titanic II,2010
192509,The Incident  (1967),2,The Incident,1967
192538,A Shot in the Dark  (1964),3,A Shot in the Dark,1964
192556,Straight Outta Compton  (2015),12,Straight Outta Compton,2015
192586,Becoming Jane (2007),3,Becoming Jane,2007
192609,Singles  (1992),1,Singles,1992
192637,Bedknobs and Broomsticks (1971),2,Bedknobs and Broomsticks,1971
192640,My Life as a Dog (1985),2,My Life as a Dog,1985
192647,The Tooth Fairy  (2006),4,The Tooth Fairy,2006
192731,We Need to Talk About Kevin  (2011),1,We Need to Talk About Kevin,2011
192734,Eight Crazy Nights (2002),15,Eight Crazy Nights,2002
192743,Backtrack  (2015),1,Backtrack,2015
192791,The Family Man (2000),2,The Family Man,2000
192810,The Happening  (2008),15,The Happening,2008
192815,Tropic Thunder (2008),94,Tropic Thunder,2008
192918,The Man from U.N.C.L.E.  (2015),3,The Man from U.N.C.L.E.,2015
192919,The Hangover ,3,The Hangover,0
192975,The Book of Eli (2010),10,The Book of Eli,2010
192989,Ben  (1972),1,Ben,1972
192990,"Honey, I Blew Up the Kid (1992)",1,"Honey, I Blew Up the Kid",1992
193004,Birth of the Dragon (2016),1,Birth of the Dragon,2016
193005,Fracture  (2007),5,Fracture,2007
193032,Doctor Dolittle  (1967),2,Doctor Dolittle,1967
193034,Stargate  (1994),7,Stargate,1994
193037,A Knight's Tale (2001),11,A Knight's Tale,2001
193041,Vanilla Sky (2001),16,Vanilla Sky,2001
193059,Role Models (2008),8,Role Models,2008
193109,Space Jam (1996),25,Space Jam,1996
193114,Forgetting June (2013),1,Forgetting June,2013
193141,Mulan II,1,Mulan II,0
193160,...When Love Happens (2014),1,...When Love Happens,2014
193166,Whiplash  (2014),13,Whiplash,2014
193168,Rush Hour  (1998),115,Rush Hour,1998
193179,Kickboxer  (1989),7,Kickboxer,1989
193213,A.I. Artificial Intelligence (2001),18,A.I. Artificial Intelligence,2001
193220,The Ring  (1996),2,The Ring,1996
193221,Eragon  (2006),5,Eragon,2006
193240,Night of the Creeps (1986),2,Night of the Creeps,1986
193257,Boyhood  (2014),25,Boyhood,2014
193272,Ironclad  (2011),3,Ironclad,2011
193291,Captain Phillips  (2013),14,Captain Phillips,2013
193302,Bringing Up Baby (1938),5,Bringing Up Baby,1938
193309,Fred Claus (2007),4,Fred Claus,2007
193321,The Signal  (2007),1,The Signal,2007
193346,Wag the Dog (1997),2,Wag the Dog,1997
193368,The Lord of the Rings  (1978),3,The Lord of the Rings,1978
193372,The Muse  (2011),1,The Muse,2011
193388,Zookeeper  (2011),4,Zookeeper,2011
193391,Captain Voyeur (1969),1,Captain Voyeur,1969
193404,Picture Perfect  (1997),2,Picture Perfect,1997
193433,Howard the Duck  (1986),3,Howard the Duck,1986
193446,G.I. Joe ,3,G.I. Joe,0
193460,The Bone Collector (1999),14,The Bone Collector,1999
193472,Silverado  (1985),1,Silverado,1985
193514,Boys on the Side (1995),4,Boys on the Side,1995
193523,Copycat  (1995),5,Copycat,1995
193580,The Big Bus (1976),1,The Big Bus,1976
193587,Fighting  (2014),2,Fighting,2014
193591,Escape from Alcatraz  (1979),5,Escape from Alcatraz,1979
193627,Lords of Dogtown (2005),5,Lords of Dogtown,2005
193628,Blade: Trinity (2004),1,Blade: Trinity,2004
193658,2012  (2009),21,2012,2009
193660,Deathtrap  (1982),1,Deathtrap,1982
193669,True Love  (2002),4,True Love,2002
193672,Beverly Hills Cop III (1994),2,Beverly Hills Cop III,1994
193702,Dirty Tennis,1,Dirty Tennis,0
193710,Ice Cold in Alex (1958),2,Ice Cold in Alex,1958
193711,Road Trip  (2000),17,Road Trip,2000
193732,Superfast! (2015),1,Superfast!,2015
193742,Phantasm  (1979),3,Phantasm,1979
193754,The Longest Yard  (2005),36,The Longest Yard,2005
193762,Fist Fight (2017),79,Fist Fight,2017
193821,Waterworld (1995),17,Waterworld,1995
193822,The Getaway  (1972),3,The Getaway,1972
193833,It Happened One Night (1934),3,It Happened One Night,1934
193835,Only Angels Have Wings (1939),1,Only Angels Have Wings,1939
193842,Marmaduke  (2010),3,Marmaduke,2010
193845,Waiting  (2007),10,Waiting,2007
193868,Gun Fury (1953),1,Gun Fury,1953
193871,How High (2001),20,How High,2001
193894,Pan  (2015),6,Pan,2015
193916,Everest  (2015),8,Everest,2015
193918,Murder by Numbers (2002),1,Murder by Numbers,2002
193922,Young Adult  (2011),2,Young Adult,2011
193971,Run All Night  (2015),8,Run All Night,2015
194001,Walking Tall  (2004),7,Walking Tall,2004
194035,1408  (2007),8,1408,2007
194044,Looper  (2012),103,Looper,2012
194047,Catch and Release  (2006),2,Catch and Release,2006
194052,Mosquito  (1995),1,Mosquito,1995
194059,The Stranger  (2010),4,The Stranger,2010
194069,Aba  (2008),2,Aba,2008
194088,How to Become a Criminal Mastermind,2,How to Become a Criminal Mastermind,0
194126,Capturing Bad Bill (1915),1,Capturing Bad Bill,1915
194147,Carrie  (1976),67,Carrie,1976
194157,Hidden Figures (2016),58,Hidden Figures,2016
194177,Get a Job  (2016),6,Get a Job,2016
194202,The Land Before Time (1988),13,The Land Before Time,1988
194213,Runaway Train  (1985),3,Runaway Train,1985
194237,Shutter Island  (2010),161,Shutter Island,2010
194248,Cats & Dogs: The Revenge of Kitty Galore (2010),1,Cats & Dogs: The Revenge of Kitty Galore,2010
194251,The Taking of Deborah Logan (2014),2,The Taking of Deborah Logan,2014
194252,Deliverance,2,Deliverance,0
194253,Footloose  (1984),20,Footloose,1984
194272,Walk Hard: The Dewey Cox Story (2007),12,Walk Hard: The Dewey Cox Story,2007
194285,Secret  (2007),1,Secret,2007
194317,Drishyam  (2015),1,Drishyam,2015
194336,Cut  (2000),2,Cut,2000
194337,Fire in the Sky (1993),1,Fire in the Sky,1993
194349,Marathon Man  (1976),3,Marathon Man,1976
194412,The Sword in the Stone ,9,The Sword in the Stone,0
194438,Beastly  (2011),2,Beastly,2011
194450,Bugs Bunny in Space,1,Bugs Bunny in Space,0
194469,The Score  (2001),4,The Score,2001
194520,Centurion  (2010),6,Centurion,2010
194556,Tucker & Dale vs. Evil (2010),35,Tucker & Dale vs. Evil,2010
194580,Moscow on the Hudson (1984),1,Moscow on the Hudson,1984
194583,Twilight  (2008),53,Twilight,2008
194600,Notebook ,2,Notebook,0
194603,The Split (1968),1,The Split,1968
194607,The Mist  (2007),30,The Mist,2007
194608,Planet of the Apes  (1968),10,Planet of the Apes,1968
194609,Overboard  (1987),15,Overboard,1987
194621,The Trouble with Harry (1955),1,The Trouble with Harry,1955
194648,Snow White and the Huntsman (2012),2,Snow White and the Huntsman,2012
194704,Get on Up  (2014),5,Get on Up,2014
194746,The Longest Yard  (1974),2,The Longest Yard,1974
194756,Mo' Money (1992),2,Mo' Money,1992
194784,About a Boy  (2002),12,About a Boy,2002
194808,Hope Floats (1998),13,Hope Floats,1998
194829,Shriek If You Know What I Did Last Friday the Thirteenth (2000),4,Shriek If You Know What I Did Last Friday the Thirteenth,2000
194835,The Taming of the Shrew,1,The Taming of the Shrew,0
194836,The Sixth (1981),5,The Sixth,1981
194869,The Bronze  (2015),1,The Bronze,2015
194891,The Meteor Man  (1993),3,The Meteor Man,1993
194905,The Machine Girl (2008),1,The Machine Girl,2008
194919,Rise of the Gargoyles,1,Rise of the Gargoyles,0
194965,Twister  (1996),14,Twister,1996
194966,Star Wars: The Force Awakens (2015),27,Star Wars: The Force Awakens,2015
194975,The St. Valentine's Day Massacre  (1967),1,The St. Valentine's Day Massacre,1967
194977,Stepmom  (1998),14,Stepmom,1998
194987,Clear and Present Danger  (1994),3,Clear and Present Danger,1994
195004,Killer Klowns from Outer Space (1988),5,Killer Klowns from Outer Space,1988
195012,10 Things I Hate About You (1999),71,10 Things I Hate About You,1999
195022,Samsara  (2001),1,Samsara,2001
195028,Bundle of Joy (1956),2,Bundle of Joy,1956
195045,Vicky Cristina Barcelona,1,Vicky Cristina Barcelona,0
195049,Mastermind  (1976),1,Mastermind,1976
195084,Funny Things Happen Down Under (1965),1,Funny Things Happen Down Under,1965
195089,Land of the Dead (2005),3,Land of the Dead,2005
195117,American Graffiti (1973),6,American Graffiti,1973
195126,Patton  (1970),7,Patton,1970
195134,Mission: Impossible II (2000),15,Mission: Impossible II,2000
195148,Poltergeist  (1982),53,Poltergeist,1982
195234,"Girl, Interrupted  (1999)",13,"Girl, Interrupted",1999
195261,Fame  (1980),4,Fame,1980
195276,Zatoichi on the Road (1963),1,Zatoichi on the Road,1963
195280,The Angriest Man in Brooklyn (2014),4,The Angriest Man in Brooklyn,2014
195284,Dark House (2009),1,Dark House,2009
195313,Lolita  (1962),1,Lolita,1962
195347,Madame  (2017),2,Madame,2017
195424,The Karate Kid (1984),29,The Karate Kid,1984
195447,Blade  (1998),38,Blade,1998
195484,The Foreigner ,1,The Foreigner,0
195497,Vantage Point  (2008),1,Vantage Point,2008
195498,Evil Dead II (1987),10,Evil Dead II,1987
195523,The 13th Warrior (1999),3,The 13th Warrior,1999
195574,The Adventures of the Red Airplane (2014),1,The Adventures of the Red Airplane,2014
195575,The Great Gatsby  (1949),2,The Great Gatsby,1949
195603,Are We There Yet%3F  (2005),10,Are We There Yet%3F,2005
195662,"Bell, Book and Candle (1958)",1,"Bell, Book and Candle",1958
195667,Volver (2006),2,Volver,2006
195675,The Light Between Oceans  (2016),7,The Light Between Oceans,2016
195687,The Pelican Brief,2,The Pelican Brief,0
195755,Roxanne  (1987),2,Roxanne,1987
195757,Son of God  (2014),2,Son of God,2014
195759,Son of the Mask (2005),3,Son of the Mask,2005
195773,Flicka (2006),3,Flicka,2006
195791,Dragon Ball Z: Fusion Reborn,1,Dragon Ball Z: Fusion Reborn,0
195828,When Harry Tries to Marry (2010),2,When Harry Tries to Marry,2010
195837,Ip Man 2 (2010),2,Ip Man 2,2010
195867,Gordy (1995),1,Gordy,1995
195886,Breathe  (2009),1,Breathe,2009
195902,Dunkirk  (1958),1,Dunkirk,1958
195904,Charlie's Angels ,1,Charlie's Angels,0
195918,Chances: The Women of Magdalene (2006),1,Chances: The Women of Magdalene,2006
195919,Big Blue Lake (2011),1,Big Blue Lake,2011
195922,Easy Money  (2010),2,Easy Money,2010
195979,Baby Driver  (2017),149,Baby Driver,2017
196036,Analyze This (1999),4,Analyze This,1999
196038,Paradise  (2011),1,Paradise,2011
196058,The Amazing Spider-Man  (2012),3,The Amazing Spider-Man,2012
196085,Spiders 3D (2013),3,Spiders 3D,2013
196132,August Rush (2007),7,August Rush,2007
196209,The Thinning,3,The Thinning,0
196230,Risen  (2016),4,Risen,2016
196303,The Bite (1966),1,The Bite,1966
196327,Married to the Mob (1988),1,Married to the Mob,1988
196329,Broken City (2013),3,Broken City,2013
196336,Scarface  (1983),71,Scarface,1983
196366,Sinister  (2012),49,Sinister,2012
196391,The Pursuit of Happiness  (1934),2,The Pursuit of Happiness,1934
196399,Insidious  (2010),26,Insidious,2010
196413,Fantasia  (2004),1,Fantasia,2004
196450,Two for the Road  (1967),5,Two for the Road,1967
196460,Remember the Titans (2000),46,Remember the Titans,2000
196464,A Day in the Death of Donny B (1969),1,A Day in the Death of Donny B,1969
196478,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",15,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
196481,Sixteen Candles (1984),53,Sixteen Candles,1984
196498,R.I.P.D. (2013),4,R.I.P.D.,2013
196529,Fahrenheit 451  (1966),2,Fahrenheit 451,1966
196668,Mission: Impossible – Ghost Protocol (2011),15,Mission: Impossible – Ghost Protocol,2011
196692,One Flew Over the Cuckoo's Nest  (1975),17,One Flew Over the Cuckoo's Nest,1975
196743,Tiger  (2015),1,Tiger,2015
196756,Marvel Super Heroes 4D,2,Marvel Super Heroes 4D,0
196757,Earth to Echo (2014),7,Earth to Echo,2014
196809,The Purge: Anarchy (2014),6,The Purge: Anarchy,2014
196824,Lovers Like Us (1975),1,Lovers Like Us,1975
196829,Let's Scare Jessica to Death (1971),1,Let's Scare Jessica to Death,1971
196833,Pumpkinhead  (1988),5,Pumpkinhead,1988
196846,Bride and Prejudice (2004),2,Bride and Prejudice,2004
196869,Jurassic Shark (2012),1,Jurassic Shark,2012
196900,High Tension (2003),5,High Tension,2003
196944,Pale Rider (1985),1,Pale Rider,1985
196951,Men of Honor (2000),4,Men of Honor,2000
196957,Personal Shopper (2016),2,Personal Shopper,2016
197037,Garfield Gets Real (2007),4,Garfield Gets Real,2007
197041,The Naked Gun: From the Files of Police Squad! (1988),15,The Naked Gun: From the Files of Police Squad!,1988
197048,¡Three Amigos! (1986),8,¡Three Amigos!,1986
197052,Revolutionary Road  (2008),5,Revolutionary Road,2008
197073,Good Cheer (1926),1,Good Cheer,1926
197079,Limitless  (2011),25,Limitless,2011
197086,Salmon Fishing in the Yemen (2011),1,Salmon Fishing in the Yemen,2011
197111,Signs  (2008),32,Signs,2008
197127,Agent Cody Banks (2003),2,Agent Cody Banks,2003
197128,Ordinary People (1980),3,Ordinary People,1980
197133,"Lock, Stock and Two Smoking Barrels (1998)",15,"Lock, Stock and Two Smoking Barrels",1998
197144,Harsh Times (2005),1,Harsh Times,2005
197155,Superman Returns (2006),12,Superman Returns,2006
197170,The In-Laws  (2003),1,The In-Laws,2003
197186,Creature of the Walking Dead (1965),3,Creature of the Walking Dead,1965
197190,Monty Python's Life of Brian (1979),11,Monty Python's Life of Brian,1979
197200,Airplane! (1980),199,Airplane!,1980
197213,Interstellar  (2014),149,Interstellar,2014
197236,Changing Lanes (2002),2,Changing Lanes,2002
197243,The King and I  (1956),7,The King and I,1956
197244,Summer of Sam (1999),4,Summer of Sam,1999
197245,Exposed  (2016),2,Exposed,2016
197257,Jackass Presents: Bad Grandpa (2013),6,Jackass Presents: Bad Grandpa,2013
197287,Superman: Unbound (2013),15,Superman: Unbound,2013
197292,Beyond a Reasonable Doubt  (2009),1,Beyond a Reasonable Doubt,2009
197303,Hatchet  (2006),2,Hatchet,2006
197304,The Ex  (2006),5,The Ex,2006
197322,Fried Green Tomatoes (1991),28,Fried Green Tomatoes,1991
197345,A Chorus Line  (1985),2,A Chorus Line,1985
197388,Hide and Seek  (2007),5,Hide and Seek,2007
197405,Zero Dark Thirty (2012),16,Zero Dark Thirty,2012
197410,A Good Day to Die Hard (2013),11,A Good Day to Die Hard,2013
197414,Invasion of the Body Snatchers (1956),5,Invasion of the Body Snatchers,1956
197438,Promised Land  (2012),2,Promised Land,2012
197481,Australia  (2008),4,Australia,2008
197498,Field of Dreams (1989),25,Field of Dreams,1989
197564,Sister  (2015),3,Sister,2015
197580,Pompeii  (2014),3,Pompeii,2014
197589,Kingsman: The Golden Circle,54,Kingsman: The Golden Circle,0
197605,In the Blink of an Eye  (2009),2,In the Blink of an Eye,2009
197608,"I'm a Cyborg, But That's OK (2006)",1,"I'm a Cyborg, But That's OK",2006
197667,Forks Over Knives (2011),4,Forks Over Knives,2011
197690,The Empire Strikes Back (1980),25,The Empire Strikes Back,1980
197692,Déjà Vu  (2006),3,Déjà Vu,2006
197763,Journey to Italy,1,Journey to Italy,0
197769,The Bourne Ultimatum  (2007),10,The Bourne Ultimatum,2007
197770,Police Story 2 (1988),1,Police Story 2,1988
197772,Rio  (2011),9,Rio,2011
197781,The Artist  (2011),10,The Artist,2011
197791,31  (2016),2,31,2016
197849,2012: Ice Age (2011),1,2012: Ice Age,2011
197855,Easy Money II: Hard to Kill (2012),1,Easy Money II: Hard to Kill,2012
197888,Boys Don't Cry  (1999),5,Boys Don't Cry,1999
197904,The Hunger  (1983),1,The Hunger,1983
197918,An Officer and a Gentleman,14,An Officer and a Gentleman,0
197932,For the Love of Spock (2016),1,For the Love of Spock,2016
197940,He Got Game (1998),1,He Got Game,1998
198004,Breakfast at Tiffany's  (1961),43,Breakfast at Tiffany's,1961
198038,Gamer  (2011),1,Gamer,2011
198046,Three Colors: Blue (1993),1,Three Colors: Blue,1993
198112,The Siege  (1956),1,The Siege,1956
198146,Meet Dave (2008),5,Meet Dave,2008
198181,Julie  (2006),1,Julie,2006
198209,Majestic  (2002),1,Majestic,2002
198226,The American President (1995),3,The American President,1995
198252,Being Elmo: A Puppeteer's Journey (2011),1,Being Elmo: A Puppeteer's Journey,2011
198274,The Pest  (1997),3,The Pest,1997
198293,Hollyweird  (1999),1,Hollyweird,1999
198310,Neighbor  (2009),5,Neighbor,2009
198327,Vexille,1,Vexille,0
198342,Babel  (2006),10,Babel,2006
198344,Wanderlust  (2012),1,Wanderlust,2012
198346,Crank: High Voltage (2009),6,Crank: High Voltage,2009
198347,Invincible  (2001),2,Invincible,2001
198355,James Bond  (2015),20,James Bond,2015
198391,Lake Placid vs. Anaconda,2,Lake Placid vs. Anaconda,0
198397,Eyes Wide Shut (1999),10,Eyes Wide Shut,1999
198403,Funny Girl  (1968),3,Funny Girl,1968
198411,Adrift  (2009),1,Adrift,2009
198420,Trog (1970),1,Trog,1970
198425,"The Goods: Live Hard, Sell Hard (2009)",2,"The Goods: Live Hard, Sell Hard",2009
198460,Paul Blart: Mall Cop (2009),30,Paul Blart: Mall Cop,2009
198470,Gaslight  (1940),2,Gaslight,1940
198471,Red Sonja  (1985),1,Red Sonja,1985
198472,Walk Like a Man  (1987),4,Walk Like a Man,1987
198518,The Hole  (2001),3,The Hole,2001
198562,Grown Ups  (2010),108,Grown Ups,2010
198580,The Phantom of the Opera  (1998),1,The Phantom of the Opera,1998
198588,Who Am I  (2014),2,Who Am I,2014
198616,Rangoon  (2017),1,Rangoon,2017
198619,"Planes, Trains and Automobiles (1986)",38,"Planes, Trains and Automobiles",1986
198626,Cloudy with a Chance of Meatballs  (2009),9,Cloudy with a Chance of Meatballs,2009
198643,Don't Tell Mom the Babysitter's Dead (1991),3,Don't Tell Mom the Babysitter's Dead,1991
198690,The Child  (1940),1,The Child,1940
198699,Get Rich or Die Tryin'  (2005),1,Get Rich or Die Tryin',2005
198707,Kick-Ass  (2010),35,Kick-Ass,2010
198723,Home Alone 4,1,Home Alone 4,0
198742,Blades of Glory (2007),22,Blades of Glory,2007
198750,Flawless  (1999),1,Flawless,1999
198772,Total Recall  (1990),41,Total Recall,1990
198783,2.0  (2017),1,2.0,2017
198791,Brick Mansions (2014),4,Brick Mansions,2014
198803,Barbarella  (1968),2,Barbarella,1968
198831,Ontmaskerd (1915),1,Ontmaskerd,1915
198861,Big Eden (2000),1,Big Eden,2000
198865,Beyond Skyline,1,Beyond Skyline,0
198877,Courageous  (2011),7,Courageous,2011
198887,Revenge of the Nerds II: Nerds in Paradise (1987),2,Revenge of the Nerds II: Nerds in Paradise,1987
198894,The Wood (1999),2,The Wood,1999
198918,Alila (2003),1,Alila,2003
198931,Running with Scissors  (2006),1,Running with Scissors,2006
198960,The Ninth Configuration (1980),1,The Ninth Configuration,1980
198961,Superman III (1983),4,Superman III,1983
198967,Rear Window (1954),32,Rear Window,1954
198973,Popeye  (1980),1,Popeye,1980
198977,Batman Begins,45,Batman Begins,0
199038,Heat  (1996),44,Heat,1996
199067,For Love of the Game  (1999),1,For Love of the Game,1999
199081,The Expendables 2 (2012),3,The Expendables 2,2012
199119,Prince of Persia: The Sands of Time  (2010),2,Prince of Persia: The Sands of Time,2010
199144,Imposible  (2004),1,Imposible,2004
199161,"Houston, We Have a Problem!  (2016)",1,"Houston, We Have a Problem!",2016
199184,The Negotiator (1998),3,The Negotiator,1998
199204,The Alamo  (2004),7,The Alamo,2004
199224,Teenage Mutant Ninja Turtles  (2014),7,Teenage Mutant Ninja Turtles,2014
199246,Everybody Wants Some!!  (2016),3,Everybody Wants Some!!,2016
199257,List of accolades received by Ratatouille,1,List of accolades received by Ratatouille,0
